label,review_text,total_words,total_characters,total_stopwords,total_punctuations,total_uppercases,tokens
0,return night stay hotel request high floor quiet room neither request honor window well insul traffic car horn siren continu night long first night two drunk parti woke us hallway safe room work someon lock arriv one pictur tv remov leav screw stick wall light dim next imposs read small alcov stain bench read light watt room key card work return lobbi recod upon return room work stood tri final succeed help staff bathroom small fan steam cover mirror unless leav bathroom door open clear friday night one small cooki left room second guest suppos split inch diamet cooki sunday phone rang wakeup call request woken concierg know way get hare train gave us longer rout necessari stay much better hotel chicago quieter spaciou eleg worth money definit worth month way live washington dc use citi nois unaccept,294,1554,46,57,32,"['return', 'night', 'stay', 'hotel', 'request', 'high', 'floor', 'quiet', 'room', 'neither', 'request', 'honor', 'window', 'well', 'insul', 'traffic', 'car', 'horn', 'siren', 'continu', 'night', 'long', 'first', 'night', 'two', 'drunk', 'parti', 'woke', 'us', 'hallway', 'safe', 'room', 'work', 'someon', 'lock', 'arriv', 'one', 'pictur', 'tv', 'remov', 'leav', 'screw', 'stick', 'wall', 'light', 'dim', 'next', 'imposs', 'read', 'small', 'alcov', 'stain', 'bench', 'read', 'light', 'watt', 'room', 'key', 'card', 'work', 'return', 'lobbi', 'recod', 'upon', 'return', 'room', 'work', 'stood', 'tri', 'final', 'succeed', 'help', 'staff', 'bathroom', 'small', 'fan', 'steam', 'cover', 'mirror', 'unless', 'leav', 'bathroom', 'door', 'open', 'clear', 'friday', 'night', 'one', 'small', 'cooki', 'left', 'room', 'second', 'guest', 'suppos', 'split', 'inch', 'diamet', 'cooki', 'sunday', 'phone', 'rang', 'wakeup', 'call', 'request', 'woken', 'concierg', 'know', 'way', 'get', 'hare', 'train', 'gave', 'us', 'longer', 'rout', 'necessari', 'stay', 'much', 'better', 'hotel', 'chicago', 'quieter', 'spaciou', 'eleg', 'worth', 'money', 'definit', 'worth', 'month', 'way', 'live', 'washington', 'dc', 'use', 'citi', 'nois', 'unaccept']"
0,recent stay chicago triathlon third stay hotel issu visit rd day stay request room servic return thought clean room get bed cut piec glass carpet must first person cut room found dri blood bathroom floor afterward notic disgust notifi staff ask room vacuum bathroom mop return room pm find dri blood still floor make complaint custom servic gotten repli hotel consid price point downtown hotel would think would tri live star rate instead fail miser luckili mani hotel choos downtown chicago,188,968,37,12,21,"['recent', 'stay', 'chicago', 'triathlon', 'third', 'stay', 'hotel', 'issu', 'visit', 'rd', 'day', 'stay', 'request', 'room', 'servic', 'return', 'thought', 'clean', 'room', 'get', 'bed', 'cut', 'piec', 'glass', 'carpet', 'must', 'first', 'person', 'cut', 'room', 'found', 'dri', 'blood', 'bathroom', 'floor', 'afterward', 'notic', 'disgust', 'notifi', 'staff', 'ask', 'room', 'vacuum', 'bathroom', 'mop', 'return', 'room', 'pm', 'find', 'dri', 'blood', 'still', 'floor', 'make', 'complaint', 'custom', 'servic', 'gotten', 'repli', 'hotel', 'consid', 'price', 'point', 'downtown', 'hotel', 'would', 'think', 'would', 'tri', 'live', 'star', 'rate', 'instead', 'fail', 'miser', 'luckili', 'mani', 'hotel', 'choos', 'downtown', 'chicago']"
0,return jame hotel stay park hyatt stay chicago hotel pennisula four season ritz fairmont etc heard littl jame primehous jame paid room jame mention hotel disappoit room stay doubl bed toilet broke overflow tub didnt drain shower huge bathroom door almost heavi close broke sever time closet door curtain close drawer space cloth room small non descript much like stay ikea without color window outsid terribl dirti elev dirti small staff howev top notch except help friendli room huge plasma tv nice way hotel star yet room rate close night way line paid mention hotel rate half,206,1095,33,25,52,"['return', 'jame', 'hotel', 'stay', 'park', 'hyatt', 'stay', 'chicago', 'hotel', 'pennisula', 'four', 'season', 'ritz', 'fairmont', 'etc', 'heard', 'littl', 'jame', 'primehous', 'jame', 'paid', 'room', 'jame', 'mention', 'hotel', 'disappoit', 'room', 'stay', 'doubl', 'bed', 'toilet', 'broke', 'overflow', 'tub', 'didnt', 'drain', 'shower', 'huge', 'bathroom', 'door', 'almost', 'heavi', 'close', 'broke', 'sever', 'time', 'closet', 'door', 'curtain', 'close', 'drawer', 'space', 'cloth', 'room', 'small', 'non', 'descript', 'much', 'like', 'stay', 'ikea', 'without', 'color', 'window', 'outsid', 'terribl', 'dirti', 'elev', 'dirti', 'small', 'staff', 'howev', 'top', 'notch', 'except', 'help', 'friendli', 'room', 'huge', 'plasma', 'tv', 'nice', 'way', 'hotel', 'star', 'yet', 'room', 'rate', 'close', 'night', 'way', 'line', 'paid', 'mention', 'hotel', 'rate', 'half']"
0,central locat loop directli south th day adventist church room look upon wacker drive aforement church chicago river small room virtual storag space attend confer monaco venu provid adequ servic problem first time spent kimpton hotel regist frequent stay program never felt comfort hotel yr old appear clientel target half age rude front deskperson unidentifi gender young peopl stay marriott michigan ave next time,112,655,20,16,28,"['central', 'locat', 'loop', 'directli', 'south', 'th', 'day', 'adventist', 'church', 'room', 'look', 'upon', 'wacker', 'drive', 'aforement', 'church', 'chicago', 'river', 'small', 'room', 'virtual', 'storag', 'space', 'attend', 'confer', 'monaco', 'venu', 'provid', 'adequ', 'servic', 'problem', 'first', 'time', 'spent', 'kimpton', 'hotel', 'regist', 'frequent', 'stay', 'program', 'never', 'felt', 'comfort', 'hotel', 'yr', 'old', 'appear', 'clientel', 'target', 'half', 'age', 'rude', 'front', 'deskperson', 'unidentifi', 'gender', 'young', 'peopl', 'stay', 'marriott', 'michigan', 'ave', 'next', 'time']"
0,excel hotel room servic great great valu place good nearli twice price good locat close l short walk rental car servic restaur area bit disappoint shop great area recommend great theatr restaur museum shop,62,353,16,11,11,"['excel', 'hotel', 'room', 'servic', 'great', 'great', 'valu', 'place', 'good', 'nearli', 'twice', 'price', 'good', 'locat', 'close', 'l', 'short', 'walk', 'rental', 'car', 'servic', 'restaur', 'area', 'bit', 'disappoint', 'shop', 'great', 'area', 'recommend', 'great', 'theatr', 'restaur', 'museum', 'shop']"
0,gorgeou hotel outsid lobbi howev reach elev thing start look quit dingi bathroom room grout need deep scrub overal appear dirti wireless internet avail addit fee kid even roach motel offer wireless free also fit room avail per day wow thought room rate enough cover use coffe suppli room replenish call next morn request told housekeep area would send kid nearli minut later got cream sugar glad big hurri definit stay next door half cost lot better accommod next time chicago,161,886,26,26,19,"['gorgeou', 'hotel', 'outsid', 'lobbi', 'howev', 'reach', 'elev', 'thing', 'start', 'look', 'quit', 'dingi', 'bathroom', 'room', 'grout', 'need', 'deep', 'scrub', 'overal', 'appear', 'dirti', 'wireless', 'internet', 'avail', 'addit', 'fee', 'kid', 'even', 'roach', 'motel', 'offer', 'wireless', 'free', 'also', 'fit', 'room', 'avail', 'per', 'day', 'wow', 'thought', 'room', 'rate', 'enough', 'cover', 'use', 'coffe', 'suppli', 'room', 'replenish', 'call', 'next', 'morn', 'request', 'told', 'housekeep', 'area', 'would', 'send', 'kid', 'nearli', 'minut', 'later', 'got', 'cream', 'sugar', 'glad', 'big', 'hurri', 'definit', 'stay', 'next', 'door', 'half', 'cost', 'lot', 'better', 'accommod', 'next', 'time', 'chicago']"
0,reserv room adult kid got room arriv corner room extra room night cold abl chang c even though switch went cool strang night loud street morn upload someth infront window stood vertic bed need spend night hotel came year ago better mind area good walk distanc famou shop place good clean fanci sorri next time look quiet hotel chicago,138,687,31,20,10,"['reserv', 'room', 'adult', 'kid', 'got', 'room', 'arriv', 'corner', 'room', 'extra', 'room', 'night', 'cold', 'abl', 'chang', 'c', 'even', 'though', 'switch', 'went', 'cool', 'strang', 'night', 'loud', 'street', 'morn', 'upload', 'someth', 'infront', 'window', 'stood', 'vertic', 'bed', 'need', 'spend', 'night', 'hotel', 'came', 'year', 'ago', 'better', 'mind', 'area', 'good', 'walk', 'distanc', 'famou', 'shop', 'place', 'good', 'clean', 'fanci', 'sorri', 'next', 'time', 'look', 'quiet', 'hotel', 'chicago']"
0,check sofitel chicago water tower day left hotel cross street start walk eb chestnut look cab still within sight sofitel doorman sight cab approxim one block away attempt hail immedi heard sofitel doorman yell stop heard sound whistl cab slow pick doorman continu yell blow whistl start run direct cab stop quickli enter cab lock door fear physic attack sofitel doorman lock door doorman attempt open door continu accost outsid cab claim hotel custom wait cab suggest right hail cab vicin hotel call jerk allow cab driver depart destin consequ unless enjoy accost hotel doormen pleas attempt hail cab anywher near hotel circumst without first secur permiss doorman lastli rest stay enjoy hotel seek highli pretenti staff prefer speak guest french instead english noth french french languag much prefer commun english visit one best citi best countri world viva la usa,285,1547,39,26,36,"['check', 'sofitel', 'chicago', 'water', 'tower', 'day', 'left', 'hotel', 'cross', 'street', 'start', 'walk', 'eb', 'chestnut', 'look', 'cab', 'still', 'within', 'sight', 'sofitel', 'doorman', 'sight', 'cab', 'approxim', 'one', 'block', 'away', 'attempt', 'hail', 'immedi', 'heard', 'sofitel', 'doorman', 'yell', 'stop', 'heard', 'sound', 'whistl', 'cab', 'slow', 'pick', 'doorman', 'continu', 'yell', 'blow', 'whistl', 'start', 'run', 'direct', 'cab', 'stop', 'quickli', 'enter', 'cab', 'lock', 'door', 'fear', 'physic', 'attack', 'sofitel', 'doorman', 'lock', 'door', 'doorman', 'attempt', 'open', 'door', 'continu', 'accost', 'outsid', 'cab', 'claim', 'hotel', 'custom', 'wait', 'cab', 'suggest', 'right', 'hail', 'cab', 'vicin', 'hotel', 'call', 'jerk', 'allow', 'cab', 'driver', 'depart', 'destin', 'consequ', 'unless', 'enjoy', 'accost', 'hotel', 'doormen', 'pleas', 'attempt', 'hail', 'cab', 'anywher', 'near', 'hotel', 'circumst', 'without', 'first', 'secur', 'permiss', 'doorman', 'lastli', 'rest', 'stay', 'enjoy', 'hotel', 'seek', 'highli', 'pretenti', 'staff', 'prefer', 'speak', 'guest', 'french', 'instead', 'english', 'noth', 'french', 'french', 'languag', 'much', 'prefer', 'commun', 'english', 'visit', 'one', 'best', 'citi', 'best', 'countri', 'world', 'viva', 'la', 'usa']"
0,hype price fact complimentari wine recept everi night doesnt take away fact terribl bed place isnt clean star hotel hallway smell like dog parlor carpet room look like clean well ever decor pillow bed filthi actual stain brown look like sit outsid everyon use put back bed decor hotel nice eclect wasnt enough convinc ever stay bed uncomfort thing everi tri sleep couldnt sleep whole week stay hard lumpi pillow tini final say price holiday inn,162,853,32,20,12,"['hype', 'price', 'fact', 'complimentari', 'wine', 'recept', 'everi', 'night', 'doesnt', 'take', 'away', 'fact', 'terribl', 'bed', 'place', 'isnt', 'clean', 'star', 'hotel', 'hallway', 'smell', 'like', 'dog', 'parlor', 'carpet', 'room', 'look', 'like', 'clean', 'well', 'ever', 'decor', 'pillow', 'bed', 'filthi', 'actual', 'stain', 'brown', 'look', 'like', 'sit', 'outsid', 'everyon', 'use', 'put', 'back', 'bed', 'decor', 'hotel', 'nice', 'eclect', 'wasnt', 'enough', 'convinc', 'ever', 'stay', 'bed', 'uncomfort', 'thing', 'everi', 'tri', 'sleep', 'couldnt', 'sleep', 'whole', 'week', 'stay', 'hard', 'lumpi', 'pillow', 'tini', 'final', 'say', 'price', 'holiday', 'inn']"
0,attend wed chicago sofitel new hum modern w hotel style minimalist great locat howev miss basic less trendi hotel check pm room readi gave key maid still room make wait hallway weekend came back nap pm vacat room still made housekeep line never answer call front desk get someon make room also call housekeep new hairdryer never brought one gave hot youth hotel next visit think prefer classic amen like time housekeep somewhat larger room walk around less trendi hot loud clientel,171,876,29,40,23,"['attend', 'wed', 'chicago', 'sofitel', 'new', 'hum', 'modern', 'w', 'hotel', 'style', 'minimalist', 'great', 'locat', 'howev', 'miss', 'basic', 'less', 'trendi', 'hotel', 'check', 'pm', 'room', 'readi', 'gave', 'key', 'maid', 'still', 'room', 'make', 'wait', 'hallway', 'weekend', 'came', 'back', 'nap', 'pm', 'vacat', 'room', 'still', 'made', 'housekeep', 'line', 'never', 'answer', 'call', 'front', 'desk', 'get', 'someon', 'make', 'room', 'also', 'call', 'housekeep', 'new', 'hairdryer', 'never', 'brought', 'one', 'gave', 'hot', 'youth', 'hotel', 'next', 'visit', 'think', 'prefer', 'classic', 'amen', 'like', 'time', 'housekeep', 'somewhat', 'larger', 'room', 'walk', 'around', 'less', 'trendi', 'hot', 'loud', 'clientel']"
0,stay octob pull cover bed small dark brown insect size grain rice either bed bug cockroach trap glass see attach pictur call front desk houseclean person claim cockroach absolut horribl servic hotel manag respond problem fail follow promis made set asid bug problem caution window quit thin could hear lot street nois made hard night sleep mention worri insect even chang room night tax strongli encourag check altern,135,743,23,20,12,"['stay', 'octob', 'pull', 'cover', 'bed', 'small', 'dark', 'brown', 'insect', 'size', 'grain', 'rice', 'either', 'bed', 'bug', 'cockroach', 'trap', 'glass', 'see', 'attach', 'pictur', 'call', 'front', 'desk', 'houseclean', 'person', 'claim', 'cockroach', 'absolut', 'horribl', 'servic', 'hotel', 'manag', 'respond', 'problem', 'fail', 'follow', 'promis', 'made', 'set', 'asid', 'bug', 'problem', 'caution', 'window', 'quit', 'thin', 'could', 'hear', 'lot', 'street', 'nois', 'made', 'hard', 'night', 'sleep', 'mention', 'worri', 'insect', 'even', 'chang', 'room', 'night', 'tax', 'strongli', 'encourag', 'check', 'altern']"
0,call edit exist reserv place hold minut final someon came phone said ill transfer put hold anoth minut final get speak someon go chang ask send revis copi reserv huf act put abl disconnect said one question repli work front desk custom wait thought custom pathet rude hotel better find better employe guest truli enjoy stay,131,681,27,21,18,"['call', 'edit', 'exist', 'reserv', 'place', 'hold', 'minut', 'final', 'someon', 'came', 'phone', 'said', 'ill', 'transfer', 'put', 'hold', 'anoth', 'minut', 'final', 'get', 'speak', 'someon', 'go', 'chang', 'ask', 'send', 'revis', 'copi', 'reserv', 'huf', 'act', 'put', 'abl', 'disconnect', 'said', 'one', 'question', 'repli', 'work', 'front', 'desk', 'custom', 'wait', 'thought', 'custom', 'pathet', 'rude', 'hotel', 'better', 'find', 'better', 'employe', 'guest', 'truli', 'enjoy', 'stay']"
0,stay hilton chicago last week disappoint highlight stay wait minut bellman come get luggag final year old mother year old son gave drag valet park easi task secur guard kind enough hold door valet park attend look ignor us far could tell stand noth let go bag without everyth fall gave son park receipt attend point car park short distanc away year old tell pull asham less signific irrit issu pool part hilton athlet club two lane reserv adult want lap swim basic two adult take rd pool everyon els consign leftov rd ridicul famili unfriendli addit pool close p pool close stay night one singl addit bar soap bottl shampoo coffe stirrer,222,1191,39,34,25,"['stay', 'hilton', 'chicago', 'last', 'week', 'disappoint', 'highlight', 'stay', 'wait', 'minut', 'bellman', 'come', 'get', 'luggag', 'final', 'year', 'old', 'mother', 'year', 'old', 'son', 'gave', 'drag', 'valet', 'park', 'easi', 'task', 'secur', 'guard', 'kind', 'enough', 'hold', 'door', 'valet', 'park', 'attend', 'look', 'ignor', 'us', 'far', 'could', 'tell', 'stand', 'noth', 'let', 'go', 'bag', 'without', 'everyth', 'fall', 'gave', 'son', 'park', 'receipt', 'attend', 'point', 'car', 'park', 'short', 'distanc', 'away', 'year', 'old', 'tell', 'pull', 'asham', 'less', 'signific', 'irrit', 'issu', 'pool', 'part', 'hilton', 'athlet', 'club', 'two', 'lane', 'reserv', 'adult', 'want', 'lap', 'swim', 'basic', 'two', 'adult', 'take', 'rd', 'pool', 'everyon', 'els', 'consign', 'leftov', 'rd', 'ridicul', 'famili', 'unfriendli', 'addit', 'pool', 'close', 'p', 'pool', 'close', 'stay', 'night', 'one', 'singl', 'addit', 'bar', 'soap', 'bottl', 'shampoo', 'coffe', 'stirrer']"
0,first let say front offic peopl hotel monaco wonder locat hotel hope problem furnish quit rundown housekeep help book suit sofa bed chair coffe tabl live room area hard use attach pictur see consider gap sofa lack pillow comfort chair bottom broken invit one assist manag view furnitur slight adjust made rate housekeep order room coffe servic kimpton web site say specif request time housekeep leav us coffe call front desk everi day housekeep neglect fish next last day found float dead top fish bowl request water ad bowl notic go note disregard thing may matter plan spend week like might want comfort bedroom bathroom superior live room bad,234,1254,38,33,20,"['first', 'let', 'say', 'front', 'offic', 'peopl', 'hotel', 'monaco', 'wonder', 'locat', 'hotel', 'hope', 'problem', 'furnish', 'quit', 'rundown', 'housekeep', 'help', 'book', 'suit', 'sofa', 'bed', 'chair', 'coffe', 'tabl', 'live', 'room', 'area', 'hard', 'use', 'attach', 'pictur', 'see', 'consider', 'gap', 'sofa', 'lack', 'pillow', 'comfort', 'chair', 'bottom', 'broken', 'invit', 'one', 'assist', 'manag', 'view', 'furnitur', 'slight', 'adjust', 'made', 'rate', 'housekeep', 'order', 'room', 'coffe', 'servic', 'kimpton', 'web', 'site', 'say', 'specif', 'request', 'time', 'housekeep', 'leav', 'us', 'coffe', 'call', 'front', 'desk', 'everi', 'day', 'housekeep', 'neglect', 'fish', 'next', 'last', 'day', 'found', 'float', 'dead', 'top', 'fish', 'bowl', 'request', 'water', 'ad', 'bowl', 'notic', 'go', 'note', 'disregard', 'thing', 'may', 'matter', 'plan', 'spend', 'week', 'like', 'might', 'want', 'comfort', 'bedroom', 'bathroom', 'superior', 'live', 'room', 'bad']"
0,enjoy hotel monaco great locat walk beauti room staff friendli especi enjoy wine recept get meet guest definit stay,35,216,9,4,6,"['enjoy', 'hotel', 'monaco', 'great', 'locat', 'walk', 'beauti', 'room', 'staff', 'friendli', 'especi', 'enjoy', 'wine', 'recept', 'get', 'meet', 'guest', 'definit', 'stay']"
0,read trip advisor review expect except stay impress overal concierg view hotel restur highlight bed although horribl nearli comfort mine home consid extrem fussi person travel busi although dress formalwear also dress felt bit pretenti better option money would gladli stay sutton place sheraton tower trump similar price better stay would ask trip advisor move rate chicago book,123,698,21,28,19,"['read', 'trip', 'advisor', 'review', 'expect', 'except', 'stay', 'impress', 'overal', 'concierg', 'view', 'hotel', 'restur', 'highlight', 'bed', 'although', 'horribl', 'nearli', 'comfort', 'mine', 'home', 'consid', 'extrem', 'fussi', 'person', 'travel', 'busi', 'although', 'dress', 'formalwear', 'also', 'dress', 'felt', 'bit', 'pretenti', 'better', 'option', 'money', 'would', 'gladli', 'stay', 'sutton', 'place', 'sheraton', 'tower', 'trump', 'similar', 'price', 'better', 'stay', 'would', 'ask', 'trip', 'advisor', 'move', 'rate', 'chicago', 'book']"
0,love brick wall alleyway view ask room face river get room face brick wall realli piss great review expect better came stay hyatt nyc awesom noth hotel blew away wine hour ok hope would someth better food guess wine hour order room servic one night realli anywher eat eat bed watch tv first time come chicago think last thoroughli disappoint,135,673,27,23,29,"['love', 'brick', 'wall', 'alleyway', 'view', 'ask', 'room', 'face', 'river', 'get', 'room', 'face', 'brick', 'wall', 'realli', 'piss', 'great', 'review', 'expect', 'better', 'came', 'stay', 'hyatt', 'nyc', 'awesom', 'noth', 'hotel', 'blew', 'away', 'wine', 'hour', 'ok', 'hope', 'would', 'someth', 'better', 'food', 'guess', 'wine', 'hour', 'order', 'room', 'servic', 'one', 'night', 'realli', 'anywher', 'eat', 'eat', 'bed', 'watch', 'tv', 'first', 'time', 'come', 'chicago', 'think', 'last', 'thoroughli', 'disappoint']"
0,law book one night stay new year eve two us stay jame brief thing wrong stay prevent us return advis friend stay shoddi construct room fixtur ceil light miss leav fist size hole wire expos towel rack fell wall without touch bathroom door often came slide mechan gentl use report problem employe simpli put towel rack back wall without properli adher wall upon check record law pay stay though note reserv made us pay gift law extrem upset wrote letter manag manag avail speak us left receiv adequ apolog,179,968,34,27,15,"['law', 'book', 'one', 'night', 'stay', 'new', 'year', 'eve', 'two', 'us', 'stay', 'jame', 'brief', 'thing', 'wrong', 'stay', 'prevent', 'us', 'return', 'advis', 'friend', 'stay', 'shoddi', 'construct', 'room', 'fixtur', 'ceil', 'light', 'miss', 'leav', 'fist', 'size', 'hole', 'wire', 'expos', 'towel', 'rack', 'fell', 'wall', 'without', 'touch', 'bathroom', 'door', 'often', 'came', 'slide', 'mechan', 'gentl', 'use', 'report', 'problem', 'employe', 'simpli', 'put', 'towel', 'rack', 'back', 'wall', 'without', 'properli', 'adher', 'wall', 'upon', 'check', 'record', 'law', 'pay', 'stay', 'though', 'note', 'reserv', 'made', 'us', 'pay', 'gift', 'law', 'extrem', 'upset', 'wrote', 'letter', 'manag', 'manag', 'avail', 'speak', 'us', 'left', 'receiv', 'adequ', 'apolog']"
0,stay hotel dave matthew caravan tour would come home night rather dusti dirti outdoor concert closest friend use half bottl shampoo first night second night staff refresh bar soap shampoo inform front desk made apolog said would take care immedi got home night tini tini bar soap hand soap bath shower replac shampoo origin place nice display exact bottl shampoo full yeah hotel great locat navi pier michigan ave grant pro end rather stay hampton inn would recommend hotel anyon,150,825,31,32,28,"['stay', 'hotel', 'dave', 'matthew', 'caravan', 'tour', 'would', 'come', 'home', 'night', 'rather', 'dusti', 'dirti', 'outdoor', 'concert', 'closest', 'friend', 'use', 'half', 'bottl', 'shampoo', 'first', 'night', 'second', 'night', 'staff', 'refresh', 'bar', 'soap', 'shampoo', 'inform', 'front', 'desk', 'made', 'apolog', 'said', 'would', 'take', 'care', 'immedi', 'got', 'home', 'night', 'tini', 'tini', 'bar', 'soap', 'hand', 'soap', 'bath', 'shower', 'replac', 'shampoo', 'origin', 'place', 'nice', 'display', 'exact', 'bottl', 'shampoo', 'full', 'yeah', 'hotel', 'great', 'locat', 'navi', 'pier', 'michigan', 'ave', 'grant', 'pro', 'end', 'rather', 'stay', 'hampton', 'inn', 'would', 'recommend', 'hotel', 'anyon']"
0,stay enthusiast posit review trip advisor yelp might one million experi serv hairi salad long black hair held lettuc leaf hostag consid guest room tini could submerg thigh much less bodi tub obes dexter endur broken air condition day repair experienc delight inexplic broken toilet fix day posit note tea room servic tast delici employe abund friendli locat great easi get taxi futur would reluctantli stay busi would stay pleasur think someth travel much would appreci hotel season travel would friend said today oh sofitel hilton franc agre,172,964,32,48,17,"['stay', 'enthusiast', 'posit', 'review', 'trip', 'advisor', 'yelp', 'might', 'one', 'million', 'experi', 'serv', 'hairi', 'salad', 'long', 'black', 'hair', 'held', 'lettuc', 'leaf', 'hostag', 'consid', 'guest', 'room', 'tini', 'could', 'submerg', 'thigh', 'much', 'less', 'bodi', 'tub', 'obes', 'dexter', 'endur', 'broken', 'air', 'condition', 'day', 'repair', 'experienc', 'delight', 'inexplic', 'broken', 'toilet', 'fix', 'day', 'posit', 'note', 'tea', 'room', 'servic', 'tast', 'delici', 'employe', 'abund', 'friendli', 'locat', 'great', 'easi', 'get', 'taxi', 'futur', 'would', 'reluctantli', 'stay', 'busi', 'would', 'stay', 'pleasur', 'think', 'someth', 'travel', 'much', 'would', 'appreci', 'hotel', 'season', 'travel', 'would', 'friend', 'said', 'today', 'oh', 'sofitel', 'hilton', 'franc', 'agre']"
0,surpris fact extra sheet blanket make hide bed call desk ask said maid could come set bed husband ill want bed set disturb un move bring sheet end sleep mattress bath towel anoth bath towel blanket could given set sheet blanket pay much night sleep bare mattress serious lack concern custom,126,616,30,13,11,"['surpris', 'fact', 'extra', 'sheet', 'blanket', 'make', 'hide', 'bed', 'call', 'desk', 'ask', 'said', 'maid', 'could', 'come', 'set', 'bed', 'husband', 'ill', 'want', 'bed', 'set', 'disturb', 'un', 'move', 'bring', 'sheet', 'end', 'sleep', 'mattress', 'bath', 'towel', 'anoth', 'bath', 'towel', 'blanket', 'could', 'given', 'set', 'sheet', 'blanket', 'pay', 'much', 'night', 'sleep', 'bare', 'mattress', 'serious', 'lack', 'concern', 'custom']"
0,stay ritz carlton two week prior comparison sofitel come close deal ritz carlton put right stay two night get one free choos nicer option pro room servic quick minut top bathroom larg bathroom separ shower tub lobbi impress doormen top open door hail cab locat close train station mi ave con top sheet ask other confer confirm top sheet sleep duvet cover room small fan modern decor broken closet door bottom track bent last day husband remov closet door complet could get thing bare storag closet teeni tini anyway almost bigger tall locker top drawer nightstand open shower horribl water pressur clean staff replac shampoo soap etc call front desk deliv within min clean staff replac duvet cover three night realiz still notic stain made first night made sure leav save water card chang towel bed room end hall across staff enter could heard door slam shut hour day charg wi fi chang set tv bright etc,282,1558,38,71,52,"['stay', 'ritz', 'carlton', 'two', 'week', 'prior', 'comparison', 'sofitel', 'come', 'close', 'deal', 'ritz', 'carlton', 'put', 'right', 'stay', 'two', 'night', 'get', 'one', 'free', 'choos', 'nicer', 'option', 'pro', 'room', 'servic', 'quick', 'minut', 'top', 'bathroom', 'larg', 'bathroom', 'separ', 'shower', 'tub', 'lobbi', 'impress', 'doormen', 'top', 'open', 'door', 'hail', 'cab', 'locat', 'close', 'train', 'station', 'mi', 'ave', 'con', 'top', 'sheet', 'ask', 'other', 'confer', 'confirm', 'top', 'sheet', 'sleep', 'duvet', 'cover', 'room', 'small', 'fan', 'modern', 'decor', 'broken', 'closet', 'door', 'bottom', 'track', 'bent', 'last', 'day', 'husband', 'remov', 'closet', 'door', 'complet', 'could', 'get', 'thing', 'bare', 'storag', 'closet', 'teeni', 'tini', 'anyway', 'almost', 'bigger', 'tall', 'locker', 'top', 'drawer', 'nightstand', 'open', 'shower', 'horribl', 'water', 'pressur', 'clean', 'staff', 'replac', 'shampoo', 'soap', 'etc', 'call', 'front', 'desk', 'deliv', 'within', 'min', 'clean', 'staff', 'replac', 'duvet', 'cover', 'three', 'night', 'realiz', 'still', 'notic', 'stain', 'made', 'first', 'night', 'made', 'sure', 'leav', 'save', 'water', 'card', 'chang', 'towel', 'bed', 'room', 'end', 'hall', 'across', 'staff', 'enter', 'could', 'heard', 'door', 'slam', 'shut', 'hour', 'day', 'charg', 'wi', 'fi', 'chang', 'set', 'tv', 'bright', 'etc']"
0,hotel total overr ye locat awesom plenti nearbi hotel option custom servic lack thereof particularli disappoint pay anywher doormen yet none ever actual open door ladi even hand full housekeep staff figur prefer even left daili note explicitli state along tip everi day ask newspap want morn room servic bring anyway state previous locat great locat howev make complet lack custom servic inattent staff would stay,129,751,33,21,10,"['hotel', 'total', 'overr', 'ye', 'locat', 'awesom', 'plenti', 'nearbi', 'hotel', 'option', 'custom', 'servic', 'lack', 'thereof', 'particularli', 'disappoint', 'pay', 'anywher', 'doormen', 'yet', 'none', 'ever', 'actual', 'open', 'door', 'ladi', 'even', 'hand', 'full', 'housekeep', 'staff', 'figur', 'prefer', 'even', 'left', 'daili', 'note', 'explicitli', 'state', 'along', 'tip', 'everi', 'day', 'ask', 'newspap', 'want', 'morn', 'room', 'servic', 'bring', 'anyway', 'state', 'previous', 'locat', 'great', 'locat', 'howev', 'make', 'complet', 'lack', 'custom', 'servic', 'inattent', 'staff', 'would', 'stay']"
